"Revenue from Sales to Ultimate Customers (Thousand Dollars) by State by Provider, 1990-2015",,,,,,,,
Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2012,DE,Full-Service Providers,"593,821","206,849","101,698",0,NA,"902,368"
2012,FL,Full-Service Providers,"12,806,820","8,894,821","1,319,868","7,093",NA,"23,028,602"
2012,GA,Full-Service Providers,"5,996,286","4,400,045","1,866,393","12,015",NA,"12,274,740"
2012,HI,Full-Service Providers,"1,022,944","1,129,545","1,128,570",0,NA,"3,281,059"
2012,IA,Full-Service Providers,"1,513,376","977,690","1,033,194",0,NA,"3,524,261"
2012,ID,Full-Service Providers,"707,181","410,328","524,514",0,NA,"1,642,023"
2012,IL,Full-Service Providers,"4,444,772","1,633,967","381,319","1,151",NA,"6,461,208"
2012,IN,Full-Service Providers,"3,469,890","2,195,779","3,053,069","1,940",NA,"8,720,678"
2012,KS,Full-Service Providers,"1,551,102","1,427,425","782,714",0,NA,"3,761,241"
2012,KY,Full-Service Providers,"2,460,674","1,637,229","2,364,592",0,NA,"6,462,494"
2012,LA,Full-Service Providers,"2,514,353","1,879,856","1,448,981",924,NA,"5,844,114"
2012,MA,Full-Service Providers,"2,601,971","1,054,272","528,671",0,NA,"4,184,914"
2012,MD,Full-Service Providers,"2,709,711","799,451","56,439",0,NA,"3,565,601"
2012,ME,Full-Service Providers,"10,759","5,507","3,669",0,NA,"19,935"
2012,MI,Full-Service Providers,"4,870,927","3,878,483","2,111,096",556,NA,"10,861,062"
2012,MN,Full-Service Providers,"2,504,491","1,988,679","1,530,592","1,500",NA,"6,025,263"
2012,MO,Full-Service Providers,"3,491,827","2,499,371","1,036,772","1,504",NA,"7,029,475"
2012,MS,Full-Service Providers,"1,846,707","1,266,977","1,048,844",0,NA,"4,162,529"
2012,MT,Full-Service Providers,"481,802","440,093","113,113",0,NA,"1,035,008"
2012,NC,Full-Service Providers,"5,962,720","4,029,839","1,727,483",562,NA,"11,720,603"
2012,ND,Full-Service Providers,"406,332","409,867","335,697",0,NA,"1,151,896"
2012,NE,Full-Service Providers,"972,315","773,868","834,871",0,NA,"2,581,053"
2012,NH,Full-Service Providers,"697,140","314,266","59,330",0,NA,"1,070,735"
2012,NJ,Full-Service Providers,"3,855,330","1,631,686","120,885","2,404",NA,"5,610,305"
2012,NM,Full-Service Providers,"769,384","854,645","422,675",0,NA,"2,046,704"
2012,NV,Full-Service Providers,"1,433,832","796,512","833,403",683,NA,"3,064,431"
2012,NY,Full-Service Providers,"7,112,791","4,279,101","324,034","40,702",NA,"11,756,628"
2012,OH,Full-Service Providers,"4,084,984","1,710,712","1,403,655",151,NA,"7,199,502"
2012,OK,Full-Service Providers,"2,168,292","1,461,115","842,885",0,NA,"4,472,291"
2012,OR,Full-Service Providers,"1,848,670","1,268,388","618,464","2,044",NA,"3,737,566"
2012,PA,Full-Service Providers,"4,677,978","1,179,230","236,813",0,NA,"6,094,020"
2012,RI,Full-Service Providers,"443,005","212,339","26,393",0,NA,"681,736"
2012,SC,Full-Service Providers,"3,338,098","2,045,995","1,695,628",0,NA,"7,079,722"
2012,SD,Full-Service Providers,"448,375","368,926","178,980",0,NA,"996,281"
2012,TN,Full-Service Providers,"4,015,594","2,901,670","2,015,274",197,NA,"8,932,734"
2012,TX,Full-Service Providers,"15,087,710","10,856,843","5,265,840","7,395",NA,"31,217,788"
2012,UT,Full-Service Providers,"912,330","870,218","544,855","3,738",NA,"2,331,140"
2012,VA,Full-Service Providers,"4,822,893","3,777,882","1,162,772","15,993",NA,"9,779,539"
2012,VT,Full-Service Providers,"356,325","285,449","141,870",0,NA,"783,644"
2012,WA,Full-Service Providers,"3,028,281","2,240,842","1,044,859",562,NA,"6,314,544"
2012,WI,Full-Service Providers,"2,905,404","2,441,891","1,730,531",0,NA,"7,077,825"
2012,WV,Full-Service Providers,"1,102,691","653,726","750,338",361,NA,"2,507,116"
2012,WY,Full-Service Providers,"267,506","349,824","603,310",0,NA,"1,220,640"
2012,US,Full-Service Providers,"152,816,809","106,012,206","52,667,432","132,046",NA,"311,628,493"
2012,CA,Restructured Retail Service Providers,"77,101","1,659,388","891,034","23,657",NA,"2,651,180"
2012,CT,Restructured Retail Service Providers,"1,016,594","1,523,347","362,313","18,680",NA,"2,920,934"
2012,DC,Restructured Retail Service Providers,"35,612","911,058","11,919","29,239",NA,"987,828"
2012,DE,Restructured Retail Service Providers,"20,215","222,950","128,518",0,NA,"371,683"
2012,IL,Restructured Retail Service Providers,"890,316","2,424,509","2,243,766","32,841",NA,"5,591,432"
2012,MA,Restructured Retail Service Providers,"427,321","1,398,834","1,598,509","17,162",NA,"3,441,825"
2012,MD,Restructured Retail Service Providers,"714,846","2,341,845","307,636","43,786",NA,"3,408,112"
2012,ME,Restructured Retail Service Providers,"646,063","461,721","237,955",0,NA,"1,345,739"
2012,MI,Restructured Retail Service Providers,107,"332,873","316,047",0,NA,"649,027"
2012,MT,Restructured Retail Service Providers,12,"8,794","99,607",0,NA,"108,413"
2012,NH,Restructured Retail Service Providers,"16,248","284,106","171,712",0,NA,"472,065"
2012,NJ,Restructured Retail Service Providers,"668,440","3,267,136","695,441","25,663",NA,"4,656,680"
2012,NV,Restructured Retail Service Providers,0,"25,959","57,120",0,NA,"83,079"
2012,NY,Restructured Retail Service Providers,"1,816,922","7,166,424","593,666","349,569",NA,"9,926,581"
2012,OH,Restructured Retail Service Providers,"2,063,505","2,717,931","1,924,658","2,217",NA,"6,708,311"
2012,OR,Restructured Retail Service Providers,0,"45,124","52,256",0,NA,"97,380"
2012,PA,Restructured Retail Service Providers,"2,063,650","2,871,168","3,235,445","70,607",NA,"8,240,869"
2012,RI,Restructured Retail Service Providers,"6,599","219,613","72,204","1,956",NA,"300,372"
2012,WA,Restructured Retail Service Providers,0,"3,456","94,022",0,NA,"97,478"
2012,US,Restructured Retail Service Providers,"10,463,551","27,886,235","13,093,826","615,374",NA,"52,058,986"
2012,CA,Energy-Only Providers,"30,719","834,282","505,332","20,814",NA,"1,391,146"
2012,CT,Energy-Only Providers,"508,418","838,474","228,884","11,999",NA,"1,587,775"
2012,DC,Energy-Only Providers,"26,018","630,306","8,990","19,383",NA,"684,696"
2012,DE,Energy-Only Providers,"14,278","185,638","118,901",0,NA,"318,816"
2012,IL,Energy-Only Providers,"499,325","1,767,474","1,847,781","26,398",NA,"4,140,978"
2012,MA,Energy-Only Providers,"215,015","784,400","929,336","14,459",NA,"1,943,210"
2012,MD,Energy-Only Providers,"492,464","1,743,307","251,655","36,589",NA,"2,524,015"
2012,ME,Energy-Only Providers,"326,595","272,644","171,617",0,NA,"770,856"
2012,MI,Energy-Only Providers,57,"247,483","265,019",0,NA,"512,559"
2012,MT,Energy-Only Providers,7,"5,276","87,093",0,NA,"92,377"
2012,NH,Energy-Only Providers,"8,409","165,085","111,846",0,NA,"285,340"
2012,NJ,Energy-Only Providers,"457,197","2,116,072","450,527","17,769",NA,"3,041,566"
2012,NV,Energy-Only Providers,0,"23,236","55,225",0,NA,"78,461"
2012,NY,Energy-Only Providers,"811,190","3,678,675","328,656","223,814",NA,"5,042,334"
2012,OH,Energy-Only Providers,"1,116,815","1,710,461","1,555,627","1,562",NA,"4,384,464"
2012,OR,Energy-Only Providers,0,"23,467","33,403",0,NA,"56,870"
2012,PA,Energy-Only Providers,"1,266,216","2,234,233","2,812,722","59,049",NA,"6,372,219"
2012,RI,Energy-Only Providers,"3,607","133,653","48,758",415,NA,"186,432"
2012,WA,Energy-Only Providers,0,"2,865","83,487",0,NA,"86,352"
2012,US,Energy-Only Providers,"5,776,328","17,397,030","9,894,858","432,250",NA,"33,500,465"
2012,CA,Delivery-Only Service,"46,382","825,106","385,702","2,843",NA,"1,260,034"
2012,CT,Delivery-Only Service,"508,176","684,873","133,429","6,681",NA,"1,333,159"
2012,DC,Delivery-Only Service,"9,594","280,753","2,929","9,856",NA,"303,132"
2012,DE,Delivery-Only Service,"5,937","37,312","9,617",0,NA,"52,867"
2012,IL,Delivery-Only Service,"390,991","657,035","395,985","6,443",NA,"1,450,454"
2012,MA,Delivery-Only Service,"212,306","614,434","669,173","2,703",NA,"1,498,616"
2012,MD,Delivery-Only Service,"222,382","598,538","55,980","7,197",NA,"884,097"
2012,ME,Delivery-Only Service,"319,468","189,077","66,339",0,NA,"574,884"
2012,MI,Delivery-Only Service,51,"85,390","51,028",0,NA,"136,468"
2012,MT,Delivery-Only Service,5,"3,518","12,514",0,NA,"16,036"
2012,NH,Delivery-Only Service,"7,840","119,021","59,865",0,NA,"186,726"
2012,NJ,Delivery-Only Service,"211,243","1,151,064","244,914","7,893",NA,"1,615,114"
2012,NV,Delivery-Only Service,0,"2,723","1,895",0,NA,"4,618"
2012,NY,Delivery-Only Service,"1,005,732","3,487,749","265,010","125,755",NA,"4,884,246"
2012,OH,Delivery-Only Service,"946,691","1,007,471","369,031",655,NA,"2,323,847"
2012,OR,Delivery-Only Service,0,"21,657","18,853",0,NA,"40,510"
2012,PA,Delivery-Only Service,"797,433","636,935","422,724","11,558",NA,"1,868,650"
2012,RI,Delivery-Only Service,"2,992","85,961","23,446","1,541",NA,"113,940"
2012,WA,Delivery-Only Service,0,591,"10,535",0,NA,"11,126"
2012,US,Delivery-Only Service,"4,687,223","10,489,205","3,198,969","183,125",NA,"18,558,521"
2011,AK,Total Electric Industry,"376,005","430,938","209,034",0,NA,"1,015,977"
2011,AL,Total Electric Industry,"3,661,470","2,331,377","2,107,205",0,NA,"8,100,051"
2011,AR,Total Electric Industry,"1,693,836","911,067","957,043",48,NA,"3,561,993"
2011,AZ,Total Electric Industry,"3,666,153","2,802,810","809,655",0,NA,"7,278,618"
2011,CA,Total Electric Industry,"13,060,946","16,018,054","5,046,467","67,248",NA,"34,192,715"
2011,CO,Total Electric Industry,"2,059,155","1,877,996","1,075,882","4,939",NA,"5,017,971"
2011,CT,Total Electric Industry,"2,338,980","2,037,918","485,663","18,955",NA,"4,881,516"
2011,DC,Total Electric Industry,"276,154","1,157,023","14,896","32,464",NA,"1,480,537"
2011,DE,Total Electric Industry,"634,568","453,159","230,941",0,NA,"1,318,669"
2011,FL,Total Electric Industry,"13,388,983","9,039,755","1,443,926","7,545",NA,"23,880,209"
2011,GA,Total Electric Industry,"6,383,601","4,631,317","2,080,074","13,541",NA,"13,108,534"
2011,HI,Total Electric Industry,"1,015,685","1,090,424","1,040,801",0,NA,"3,146,910"
2011,IA,Total Electric Industry,"1,499,148","949,311","1,002,835",0,NA,"3,451,294"
2011,ID,Total Electric Industry,"660,576","382,926","454,720",0,NA,"1,498,222"
2011,IL,Total Electric Industry,"5,545,106","4,361,216","2,878,997","35,185",NA,"12,820,504"
2011,IN,Total Electric Industry,"3,410,413","2,115,538","2,945,751","2,017",NA,"8,473,719"
2011,KS,Total Electric Industry,"1,527,025","1,370,351","725,304",0,NA,"3,622,679"
2011,KY,Total Electric Industry,"2,502,968","1,589,301","2,326,178",0,NA,"6,418,447"
2011,LA,Total Electric Industry,"2,869,880","2,050,406","1,710,595",904,NA,"6,631,785"
2011,MA,Total Electric Industry,"3,003,305","2,546,764","2,270,382","21,944",NA,"7,842,396"
2011,MD,Total Electric Industry,"3,634,386","3,467,869","438,877","49,382",NA,"7,590,514"
2011,ME,Total Electric Industry,"674,079","493,871","267,894",0,NA,"1,435,843"
2011,MI,Total Electric Industry,"4,621,167","3,988,981","2,315,040",451,NA,"10,925,638"
2011,MN,Total Electric Industry,"2,469,487","1,929,925","1,527,529","1,575",NA,"5,928,515"
2011,MO,Total Electric Industry,"3,502,911","2,490,868","1,013,187","1,510",NA,"7,008,476"
2011,MS,Total Electric Industry,"1,966,085","1,302,168","1,062,287",0,NA,"4,330,540"
2011,MT,Total Electric Industry,"479,166","445,957","210,061",0,NA,"1,135,184"
2011,NC,Total Electric Industry,"5,954,615","3,779,923","1,597,233",508,NA,"11,332,279"
2011,ND,Total Electric Industry,"390,772","370,084","269,476",0,NA,"1,030,332"
2011,NE,Total Electric Industry,"927,342","729,849","681,020",0,NA,"2,338,211"
2011,NH,Total Electric Industry,"735,832","628,829","237,521",0,NA,"1,602,182"
2011,NJ,Total Electric Industry,"4,772,503","5,267,798","918,011","33,143",NA,"10,991,455"
2011,NM,Total Electric Industry,"755,858","840,053","418,868",0,NA,"2,014,778"
2011,NV,Total Electric Industry,"1,334,069","814,444","891,991",693,NA,"3,041,198"
2011,NY,Total Electric Industry,"9,356,966","12,079,373","1,051,444","400,875",NA,"22,888,659"
2011,OH,Total Electric Industry,"6,133,425","4,534,851","3,298,277","2,258",NA,"13,968,811"
2011,OK,Total Electric Industry,"2,313,030","1,489,888","863,213",0,NA,"4,666,131"
2011,OR,Total Electric Industry,"1,852,603","1,284,342","653,955","1,964",NA,"3,792,864"
2011,PA,Total Electric Industry,"7,265,435","4,365,429","3,833,723","75,031",NA,"15,539,619"
2011,RI,Total Electric Industry,"448,530","452,707","103,254","3,806",NA,"1,008,297"
2011,SC,Total Electric Industry,"3,404,928","2,007,503","1,668,821",0,NA,"7,081,252"
2011,SD,Total Electric Industry,"434,655","344,870","160,315",0,NA,"939,840"
2011,TN,Total Electric Industry,"4,298,018","2,980,031","2,070,122",203,NA,"9,348,374"
2011,TX,Total Electric Industry,"16,141,983","11,315,395","6,368,043","6,889",NA,"33,832,309"
2011,UT,Total Electric Industry,"801,966","775,447","475,870","3,225",NA,"2,056,507"
2011,VA,Total Electric Industry,"4,871,349","3,742,884","1,118,027","15,473",NA,"9,747,732"
2011,VT,Total Electric Industry,"345,525","281,101","139,239",0,NA,"765,864"
2011,WA,Total Electric Industry,"3,010,493","2,203,291","1,141,672",605,NA,"6,356,062"
2011,WI,Total Electric Industry,"2,884,512","2,403,002","1,715,020",0,NA,"7,002,535"
2011,WV,Total Electric Industry,"1,103,040","632,491","724,244",365,NA,"2,460,139"
2011,WY,Total Electric Industry,"255,263","335,841","555,109",0,NA,"1,146,213"
2011,US,Total Electric Industry,"166,713,948","135,926,713","67,605,690","802,743",NA,"371,049,095"
2011,AK,Full-Service Providers,"376,005","430,938","209,034",0,NA,"1,015,977"
2011,AL,Full-Service Providers,"3,661,470","2,331,377","2,107,205",0,NA,"8,100,051"
2011,AR,Full-Service Providers,"1,693,836","911,067","957,043",48,NA,"3,561,993"
2011,AZ,Full-Service Providers,"3,666,153","2,802,810","809,655",0,NA,"7,278,618"
2011,CA,Full-Service Providers,"13,009,388","14,472,014","4,173,847","40,864",NA,"31,696,112"
2011,CO,Full-Service Providers,"2,059,155","1,877,996","1,075,882","4,939",NA,"5,017,971"
2011,CT,Full-Service Providers,"1,353,705","438,804","99,942","4,773",NA,"1,897,224"
2011,DC,Full-Service Providers,"256,092","166,596",0,0,NA,"422,688"
2011,DE,Full-Service Providers,"620,923","214,960","116,180",0,NA,"952,063"
2011,FL,Full-Service Providers,"13,388,983","9,039,755","1,443,926","7,545",NA,"23,880,209"
2011,GA,Full-Service Providers,"6,383,601","4,631,317","2,080,074","13,541",NA,"13,108,534"
2011,HI,Full-Service Providers,"1,015,685","1,090,424","1,040,801",0,NA,"3,146,910"
2011,IA,Full-Service Providers,"1,499,148","949,311","1,002,835",0,NA,"3,451,294"
2011,ID,Full-Service Providers,"660,576","382,926","454,720",0,NA,"1,498,222"
2011,IL,Full-Service Providers,"5,449,544","1,989,356","394,911","1,280",NA,"7,835,090"
2011,IN,Full-Service Providers,"3,410,413","2,115,538","2,945,751","2,017",NA,"8,473,719"
2011,KS,Full-Service Providers,"1,527,025","1,370,351","725,304",0,NA,"3,622,679"
2011,KY,Full-Service Providers,"2,502,968","1,589,301","2,326,178",0,NA,"6,418,447"
2011,LA,Full-Service Providers,"2,869,880","2,050,406","1,710,595",904,NA,"6,631,785"
2011,MA,Full-Service Providers,"2,649,454","1,124,123","575,818",0,NA,"4,349,395"
2011,MD,Full-Service Providers,"3,040,791","926,022","66,537",0,NA,"4,033,349"
2011,ME,Full-Service Providers,"11,394","5,934","3,700",0,NA,"21,029"
2011,MI,Full-Service Providers,"4,621,053","3,616,559","1,987,464",451,NA,"10,225,526"
2011,MN,Full-Service Providers,"2,469,487","1,929,925","1,527,529","1,575",NA,"5,928,515"
2011,MO,Full-Service Providers,"3,502,911","2,490,868","1,013,187","1,510",NA,"7,008,476"
2011,MS,Full-Service Providers,"1,966,085","1,302,168","1,062,287",0,NA,"4,330,540"
2011,MT,Full-Service Providers,"479,153","435,815","99,483",0,NA,"1,014,452"
2011,NC,Full-Service Providers,"5,954,615","3,779,923","1,597,233",508,NA,"11,332,279"
2011,ND,Full-Service Providers,"390,772","370,084","269,476",0,NA,"1,030,332"
2011,NE,Full-Service Providers,"927,342","729,849","681,020",0,NA,"2,338,211"
2011,NH,Full-Service Providers,"734,100","377,706","74,287",0,NA,"1,186,093"
2011,NJ,Full-Service Providers,"4,331,784","2,030,534","159,096","2,778",NA,"6,524,191"
2011,NM,Full-Service Providers,"755,858","840,053","418,868",0,NA,"2,014,778"
2011,NV,Full-Service Providers,"1,334,069","793,263","837,245",693,NA,"2,965,271"
2011,NY,Full-Service Providers,"7,713,041","4,864,933","385,710","49,522",NA,"13,013,205"
2011,OH,Full-Service Providers,"4,503,424","2,143,331","1,734,335",137,NA,"8,381,227"
2011,OK,Full-Service Providers,"2,313,030","1,489,888","863,213",0,NA,"4,666,131"
2011,OR,Full-Service Providers,"1,852,603","1,250,239","605,427","1,964",NA,"3,710,232"
2011,PA,Full-Service Providers,"5,836,700","1,705,069","587,166",7,NA,"8,128,941"
2011,RI,Full-Service Providers,"444,233","238,215","33,365",0,NA,"715,813"
2011,SC,Full-Service Providers,"3,404,928","2,007,503","1,668,821",0,NA,"7,081,252"
2011,SD,Full-Service Providers,"434,655","344,870","160,315",0,NA,"939,840"
2011,TN,Full-Service Providers,"4,298,018","2,980,031","2,070,122",203,NA,"9,348,374"
2011,TX,Full-Service Providers,"16,141,983","11,315,395","6,368,043","6,889",NA,"33,832,309"
2011,UT,Full-Service Providers,"801,966","775,447","475,870","3,225",NA,"2,056,507"
2011,VA,Full-Service Providers,"4,871,349","3,742,884","1,118,027","15,473",NA,"9,747,732"
2011,VT,Full-Service Providers,"345,525","281,101","139,239",0,NA,"765,864"
2011,WA,Full-Service Providers,"3,010,493","2,199,347","1,033,457",605,NA,"6,243,902"
2011,WI,Full-Service Providers,"2,884,512","2,403,002","1,715,020",0,NA,"7,002,535"
2011,WV,Full-Service Providers,"1,103,040","632,491","724,244",365,NA,"2,460,139"
2011,WY,Full-Service Providers,"255,263","335,841","555,109",0,NA,"1,146,213"
2011,US,Full-Service Providers,"158,788,178","108,317,656","54,284,592","161,813",NA,"321,552,239"
2011,CA,Restructured Retail Service Providers,"51,558","1,546,041","872,621","26,384",NA,"2,496,603"
2011,CT,Restructured Retail Service Providers,"985,275","1,599,114","385,721","14,182",NA,"2,984,292"
2011,DC,Restructured Retail Service Providers,"20,062","990,427","14,896","32,464",NA,"1,057,849"
2011,DE,Restructured Retail Service Providers,"13,645","238,200","114,762",0,NA,"366,606"
2011,IL,Restructured Retail Service Providers,"95,562","2,371,860","2,484,086","33,905",NA,"4,985,414"
2011,MA,Restructured Retail Service Providers,"353,851","1,422,641","1,694,564","21,944",NA,"3,493,000"
2011,MD,Restructured Retail Service Providers,"593,596","2,541,847","372,340","49,382",NA,"3,557,165"
2011,ME,Restructured Retail Service Providers,"662,685","487,936","264,194",0,NA,"1,414,814"
2011,MI,Restructured Retail Service Providers,115,"372,422","327,576",0,NA,"700,112"
2011,MT,Restructured Retail Service Providers,12,"10,142","110,578",0,NA,"120,732"
2011,NH,Restructured Retail Service Providers,"1,732","251,122","163,234",0,NA,"416,089"
2011,NJ,Restructured Retail Service Providers,"440,719","3,237,264","758,916","30,365",NA,"4,467,264"
2011,NV,Restructured Retail Service Providers,0,"21,181","54,746",0,NA,"75,927"
2011,NY,Restructured Retail Service Providers,"1,643,925","7,214,441","665,735","351,354",NA,"9,875,454"
2011,OH,Restructured Retail Service Providers,"1,630,001","2,391,520","1,563,942","2,121",NA,"5,587,584"
2011,OR,Restructured Retail Service Providers,0,"34,103","48,528",0,NA,"82,631"
2011,PA,Restructured Retail Service Providers,"1,428,736","2,660,360","3,246,557","75,025",NA,"7,410,678"
2011,RI,Restructured Retail Service Providers,"4,297","214,492","69,889","3,806",NA,"292,484"
2011,WA,Restructured Retail Service Providers,0,"3,945","108,215",0,NA,"112,160"
2011,US,Restructured Retail Service Providers,"7,925,771","27,609,057","13,321,098","640,930",NA,"49,496,856"
2011,CA,Energy-Only Providers,"22,748","835,174","521,868","23,408",NA,"1,403,197"
2011,CT,Energy-Only Providers,"521,354","950,251","254,580","9,341",NA,"1,735,526"
2011,DC,Energy-Only Providers,"15,060","707,768","12,005","22,838",NA,"757,670"
2011,DE,Energy-Only Providers,"10,405","207,385","107,734",0,NA,"325,524"
2011,IL,Energy-Only Providers,"57,602","1,801,953","2,106,810","27,810",NA,"3,994,176"
2011,MA,Energy-Only Providers,"183,659","856,224","1,038,228","19,356",NA,"2,097,467"
2011,MD,Energy-Only Providers,"417,454","1,977,099","315,707","42,472",NA,"2,752,733"
2011,ME,Energy-Only Providers,"362,022","308,153","203,525",0,NA,"873,700"
2011,MI,Energy-Only Providers,64,"280,494","278,222",0,NA,"558,779"
2011,MT,Energy-Only Providers,8,"6,382","97,878",0,NA,"104,267"
2011,NH,Energy-Only Providers,941,"157,885","111,522",0,NA,"270,348"
2011,NJ,Energy-Only Providers,"304,394","2,176,887","515,980","21,814",NA,"3,019,075"
2011,NV,Energy-Only Providers,0,"18,262","52,864",0,NA,"71,126"
2011,NY,Energy-Only Providers,"796,986","3,929,399","399,275","228,566",NA,"5,354,226"
2011,OH,Energy-Only Providers,"966,783","1,579,552","1,320,794","1,607",NA,"3,868,736"
2011,OR,Energy-Only Providers,0,"18,908","37,420",0,NA,"56,329"
2011,PA,Energy-Only Providers,"915,886","2,130,917","2,872,321","63,694",NA,"5,982,817"
2011,RI,Energy-Only Providers,"2,402","139,720","48,370","2,287",NA,"192,779"
2011,WA,Energy-Only Providers,0,"3,296","97,184",0,NA,"100,480"
2011,US,Energy-Only Providers,"4,577,767","18,085,709","10,392,287","463,191",NA,"33,518,954"
2011,CA,Delivery-Only Service,"28,810","710,867","350,753","2,976",NA,"1,093,406"
2011,CT,Delivery-Only Service,"463,921","648,863","131,141","4,841",NA,"1,248,766"
2011,DC,Delivery-Only Service,"5,002","282,659","2,891","9,626",NA,"300,178"
2011,DE,Delivery-Only Service,"3,240","30,814","7,028",0,NA,"41,082"
2011,IL,Delivery-Only Service,"37,960","569,907","377,276","6,095",NA,"991,238"
2011,MA,Delivery-Only Service,"170,192","566,417","656,336","2,588",NA,"1,395,533"
2011,MD,Delivery-Only Service,"176,141","564,748","56,633","6,910",NA,"804,432"
2011,ME,Delivery-Only Service,"300,663","179,783","60,668",0,NA,"541,114"
2011,MI,Delivery-Only Service,51,"91,928","49,354",0,NA,"141,333"
2011,MT,Delivery-Only Service,5,"3,760","12,700",0,NA,"16,465"
2011,NH,Delivery-Only Service,792,"93,237","51,712",0,NA,"145,741"
2011,NJ,Delivery-Only Service,"136,325","1,060,377","242,935","8,551",NA,"1,448,188"
2011,NV,Delivery-Only Service,0,"2,919","1,882",0,NA,"4,801"
2011,NY,Delivery-Only Service,"846,939","3,285,041","266,459","122,788",NA,"4,521,228"
2011,OH,Delivery-Only Service,"663,218","811,968","243,148",514,NA,"1,718,848"
2011,OR,Delivery-Only Service,0,"15,195","11,107",0,NA,"26,303"
2011,PA,Delivery-Only Service,"512,850","529,444","374,236","11,331",NA,"1,427,861"
2011,RI,Delivery-Only Service,"1,895","74,772","21,519","1,519",NA,"99,705"
2011,WA,Delivery-Only Service,0,649,"11,031",0,NA,"11,680"
2011,US,Delivery-Only Service,"3,348,004","9,523,348","2,928,811","177,739",NA,"15,977,902"
2010,AK,Total Electric Industry,"340,340","394,632","187,290",0,NA,"922,262"
2010,AL,Total Electric Industry,"3,790,734","2,339,092","1,945,053",0,NA,"8,074,879"
2010,AR,Total Electric Industry,"1,702,938","890,628","913,220",48,NA,"3,506,833"
2010,AZ,Total Electric Industry,"3,558,161","2,741,684","758,910",0,NA,"7,058,754"
2010,CA,Total Electric Industry,"12,873,565","15,863,515","4,831,623","67,926",NA,"33,636,629"
2010,CO,Total Electric Industry,"1,997,858","1,790,037","1,047,503","4,329",NA,"4,839,726"
2010,CT,Total Electric Industry,"2,514,466","2,208,560","538,690","21,423",NA,"5,283,139"
2010,DC,Total Electric Industry,"297,450","1,236,304","17,777","34,461",NA,"1,585,992"
2010,DE,Total Electric Industry,"657,103","490,773","241,673",0,NA,"1,389,549"
2010,FL,Total Electric Industry,"13,982,240","8,941,651","1,528,594","7,344",NA,"24,459,829"
2010,GA,Total Electric Industry,"6,198,370","4,338,100","1,932,099","12,891",NA,"12,481,460"
2010,HI,Total Electric Industry,"840,072","869,792","805,925",0,NA,"2,515,789"
2010,IA,Total Electric Industry,"1,516,862","951,526","1,011,344",0,NA,"3,479,732"
2010,ID,Total Electric Industry,"649,759","389,390","452,704",0,NA,"1,491,853"
2010,IL,Total Electric Industry,"5,599,019","4,565,265","3,011,060","37,630",NA,"13,212,973"
2010,IN,Total Electric Industry,"3,350,355","2,040,756","2,734,471","1,816",NA,"8,127,398"
2010,KS,Total Electric Industry,"1,437,102","1,272,739","664,062",0,NA,"3,373,903"
2010,KY,Total Electric Industry,"2,496,770","1,529,639","2,273,807",0,NA,"6,300,216"
2010,LA,Total Electric Industry,"2,935,169","2,057,616","1,646,496","1,020",NA,"6,640,301"
2010,MA,Total Electric Industry,"3,124,528","2,651,047","2,346,600","22,719",NA,"8,144,895"
2010,MD,Total Electric Industry,"4,142,935","3,617,033","486,917","54,099",NA,"8,300,984"
2010,ME,Total Electric Industry,"687,037","513,227","280,544",0,NA,"1,480,808"
2010,MI,Total Electric Industry,"4,320,775","3,740,718","2,183,317",513,NA,"10,245,323"
2010,MN,Total Electric Industry,"2,379,113","1,887,110","1,433,278","1,693",NA,"5,701,194"
2010,MO,Total Electric Industry,"3,385,582","2,358,019","953,656","1,351",NA,"6,698,608"
2010,MS,Total Electric Industry,"1,991,612","1,285,951","992,969",0,NA,"4,270,532"
2010,MT,Total Electric Industry,"434,420","409,363","235,469",0,NA,"1,079,252"
2010,NC,Total Electric Industry,"6,288,493","3,910,578","1,623,228",500,NA,"11,822,798"
2010,ND,Total Electric Industry,"357,052","340,008","223,760",0,NA,"920,820"
2010,NE,Total Electric Industry,"903,393","727,801","612,988",0,NA,"2,244,182"
2010,NH,Total Electric Industry,"732,038","635,979","247,747",0,NA,"1,615,764"
2010,NJ,Total Electric Industry,"5,021,997","5,571,154","995,278","37,651",NA,"11,626,079"
2010,NM,Total Electric Industry,"710,548","772,589","400,122",0,NA,"1,883,259"
2010,NV,Total Electric Industry,"1,435,699","877,691","971,592",798,NA,"3,285,779"
2010,NY,Total Electric Industry,"9,547,884","12,601,107","1,184,683","401,507",NA,"23,735,180"
2010,OH,Total Electric Industry,"6,161,970","4,528,123","3,397,912","3,108",NA,"14,091,113"
2010,OK,Total Electric Industry,"2,164,328","1,415,038","810,789",0,NA,"4,390,155"
2010,OR,Total Electric Industry,"1,671,727","1,173,041","631,878","1,765",NA,"3,478,411"
2010,PA,Total Electric Industry,"7,017,223","4,783,808","3,480,921","70,129",NA,"15,352,082"
2010,RI,Total Electric Industry,"496,481","483,825","113,621","3,748",NA,"1,097,676"
2010,SC,Total Electric Industry,"3,449,574","1,986,442","1,567,886",0,NA,"7,003,902"
2010,SD,Total Electric Industry,"415,338","329,832","143,156",0,NA,"888,325"
2010,TN,Total Electric Industry,"4,172,362","2,838,715","1,903,857",205,NA,"8,915,139"
