,State,Year,Avgwindspeed
841,SC,1997,4.027959183673469
842,SC,1998,3.5963157894736857
843,SC,1999,2.6298095238095236
844,SC,2000,2.5738613861386135
845,SC,2001,2.555314685314684
846,SC,2002,3.43409090909091
847,SC,2003,4.068809523809523
848,SC,2004,3.2201515151515174
849,SC,2005,3.306029411764704
850,SC,2006,3.1148
851,SC,2007,2.583471074380165
852,SC,2008,3.299090909090908
853,SC,2009,3.907454545454547
854,SC,2010,3.06679775280899
855,SC,2011,2.837055555555556
856,SC,2012,3.153756906077347
857,SC,2013,4.380666666666664
858,SC,2014,3.6586666666666665
859,SC,2015,4.676555555555558
860,SC,2016,3.3307831325301205
861,SD,1996,0.9741666666666667
862,SD,1997,1.1798333333333333
863,SD,1998,1.2690909090909093
864,SD,1999,0.9282467532467535
865,SD,2000,1.2689208633093532
866,SD,2001,1.254502617801047
867,SD,2002,1.0188068181818173
868,SD,2003,1.2053571428571428
869,SD,2004,1.4556818181818185
870,SD,2005,1.1279459459459455
871,SD,2006,0.9502469135802474
872,SD,2007,1.6114814814814815
873,SD,2008,1.6655999999999995
874,SD,2009,1.5069651741293537
875,SD,2010,1.765560747663551
876,SD,2011,1.3977209302325588
877,SD,2012,1.0115277777777782
878,SD,2013,1.6585981308411213
879,SD,2014,1.5364114832535882
880,SD,2015,1.5184499999999996
881,SD,2016,1.5021649484536075
882,TN,1996,4.139583333333333
883,TN,1997,3.9601923076923082
884,TN,1998,4.277580645161289
885,TN,1999,3.105569620253164
886,TN,2000,3.401818181818182
887,TN,2001,3.8148571428571447
888,TN,2002,4.2390909090909075
889,TN,2003,5.112222222222223
890,TN,2004,4.573979591836734
891,TN,2005,3.1323999999999996
892,TN,2006,3.712988505747126
893,TN,2007,2.792637362637363
894,TN,2008,3.683958333333333
895,TN,2009,4.316315789473685
896,TN,2010,3.7022689075630257
897,TN,2011,4.5915384615384625
898,TN,2012,3.505846153846152
899,TN,2013,4.8859842519685035
900,TN,2014,4.004639999999999
901,TN,2015,4.462377049180327
902,TN,2016,3.6697478991596655
903,TX,1996,2.2632638888888894
904,TX,1997,2.359149484536083
905,TX,1998,2.211296992481203
906,TX,1999,1.5657526881720425
907,TX,2000,2.2495588235294113
908,TX,2001,2.5191225626740916
909,TX,2002,2.3891171993911713
910,TX,2003,1.680763723150359
911,TX,2004,3.032887537993918
912,TX,2005,1.6577859237536618
913,TX,2006,2.1963601532567054
914,TX,2007,2.71603993344426
915,TX,2008,1.8890250696378839
916,TX,2009,2.306251572327044
917,TX,2010,2.227745803357315
918,TX,2011,1.3329482948294817
919,TX,2012,1.9543209876543253
920,TX,2013,2.008933920704847
921,TX,2014,1.8064341761115934
922,TX,2015,3.4492477876106227
923,TX,2016,2.6894780219780214
924,UT,1996,0.146
925,UT,1997,0.38999999999999996
926,UT,1998,0.9047540983606557
927,UT,1999,0.6304545454545455
928,UT,2000,0.7550000000000001
929,UT,2001,0.6449999999999998
930,UT,2002,0.5305050505050505
931,UT,2003,0.7533333333333333
932,UT,2004,1.123838383838384
933,UT,2005,1.1495145631067967
934,UT,2006,1.0544000000000004
935,UT,2007,0.6966292134831461
936,UT,2008,0.5979816513761469
937,UT,2009,0.6967521367521371
938,UT,2010,0.9781896551724139
939,UT,2011,0.9170588235294118
940,UT,2012,0.6714999999999999
941,UT,2013,0.7352991452991453
942,UT,2014,0.7909734513274337
943,UT,2015,0.9566086956521737
944,UT,2016,0.8184259259259261
945,VA,1996,3.6254716981132065
946,VA,1997,2.5135576923076917
947,VA,1998,2.983647058823529
948,VA,1999,3.1683157894736835
949,VA,2000,2.593116883116882
950,VA,2001,2.2708333333333335
951,VA,2002,2.9610185185185185
952,VA,2003,4.574571428571428
953,VA,2004,4.068909090909091
954,VA,2005,2.8472566371681416
955,VA,2006,4.041711711711712
956,VA,2007,2.355413533834585
957,VA,2008,3.050866666666665
958,VA,2009,4.112366863905327
959,VA,2010,3.1832960893854745
960,VA,2011,3.328284023668636
961,VA,2012,3.226969696969697
962,VA,2013,3.9416763005780364
963,VA,2014,3.4815083798882687
964,VA,2015,3.5998870056497183
965,VA,2016,3.8428402366863907
966,VT,1996,2.399545454545454
967,VT,1997,1.959782608695652
968,VT,1998,2.9159999999999995
969,VT,1999,2.3012857142857146
970,VT,2000,2.3107407407407403
971,VT,2001,1.6530000000000005
972,VT,2002,3.371230769230768
973,VT,2003,2.6035714285714286
974,VT,2004,2.760307692307691
975,VT,2005,3.342741935483872
976,VT,2006,3.5327777777777776
977,VT,2007,3.260714285714286
978,VT,2008,3.825999999999999
979,VT,2009,3.016056338028169
980,VT,2010,2.977571428571428
981,VT,2011,3.6406666666666676
982,VT,2012,2.3435365853658525
983,VT,2013,3.1252564102564095
984,VT,2014,2.8674683544303794
985,VT,2015,2.8749350649350656
986,VT,2016,2.329027777777778
987,WA,1996,2.5300000000000002
988,WA,1997,2.473027522935781
989,WA,1998,2.5232941176470582
990,WA,1999,2.5997637795275588
991,WA,2000,1.9833980582524269
992,WA,2001,2.3656146179402
993,WA,2002,1.5672791519434621
994,WA,2003,2.518736263736263
995,WA,2004,1.9501748251748252
996,WA,2005,2.1966558441558446
997,WA,2006,2.7982666666666653
998,WA,2007,2.182411067193676
999,WA,2008,1.731081081081081
1000,WA,2009,2.412975460122698
1001,WA,2010,3.1882089552238813
1002,WA,2011,2.506846846846847
1003,WA,2012,2.9840361445783126
1004,WA,2013,2.00501510574018
1005,WA,2014,2.6840121580547085
1006,WA,2015,2.5243518518518515
1007,WA,2016,2.8414239482200645
1008,WI,1996,1.4793023255813955
1009,WI,1997,1.6397115384615384
1010,WI,1998,1.8731914893617034
1011,WI,1999,1.8200653594771232
1012,WI,2000,2.08427536231884
1013,WI,2001,2.4416279069767453
1014,WI,2002,2.3618781725888334
1015,WI,2003,1.8971428571428575
1016,WI,2004,2.66459595959596
1017,WI,2005,1.840729166666665
1018,WI,2006,2.1092517006802716
1019,WI,2007,2.788231707317073
1020,WI,2008,2.4043147208121813
1021,WI,2009,2.1882352941176473
1022,WI,2010,2.698333333333333
1023,WI,2011,2.283187772925764
1024,WI,2012,1.9245299145299142
1025,WI,2013,2.64121338912134
1026,WI,2014,2.5474131274131255
1027,WI,2015,2.4992592592592597
1028,WI,2016,3.035873015873016
1029,WV,1996,4.474285714285715
1030,WV,1997,3.0860377358490565
1031,WV,1998,3.44625
1032,WV,1999,2.6681481481481475
1033,WV,2000,2.8823076923076925
1034,WV,2001,2.478403361344539
1035,WV,2002,3.2681651376146803
1036,WV,2003,4.169857142857143
1037,WV,2004,3.5840909090909103
1038,WV,2005,2.7241739130434786
1039,WV,2006,3.1070833333333354
1040,WV,2007,2.9145360824742266
1041,WV,2008,3.3849999999999985
1042,WV,2009,3.2869105691056895
1043,WV,2010,3.169847328244274
1044,WV,2011,4.118787878787878
1045,WV,2012,3.219846153846154
1046,WV,2013,3.333053435114503
1047,WV,2014,3.1480152671755737
1048,WV,2015,3.491755725190839
1049,WV,2016,3.415624999999999
1050,WY,1996,0.77
1051,WY,1997,0.999824561403509
1052,WY,1998,0.8684374999999998
1053,WY,1999,0.5837692307692308
1054,WY,2000,0.5735833333333337
1055,WY,2001,0.4786934673366837
1056,WY,2002,0.5921505376344088
1057,WY,2003,0.8520168067226889
1058,WY,2004,0.8781818181818177
1059,WY,2005,0.946834170854271
1060,WY,2006,0.6076190476190476
1061,WY,2007,0.8043589743589743
1062,WY,2008,0.9663492063492064
1063,WY,2009,0.8763507109004746
1064,WY,2010,0.9283628318584072
1065,WY,2011,1.0248908296943233
1066,WY,2012,0.5592307692307692
1067,WY,2013,0.9351769911504426
1068,WY,2014,0.9717333333333327
1069,WY,2015,1.0235087719298246
1070,WY,2016,1.0393150684931511
