description,units,source key,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16
Average cost of fossil fuels for electricity generation (per Btu) for petroleum liquids,dollars per million Btu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States : all sectors,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-ND-98.M,19.54,20.92,23.74,25.6,28.73,29.3,27.73,25.74,25.05,18.56,15.81,14.69,11.43,10.16,W,11.19,12.39,14.59,13.55,14.96,13.89,15.67,15.49,15.85,15.61,15.29,17.19,18.58,17.14,16.35,16.41,16.43,17.78,19.14,19.12,19.32,NM,21.38,24.45,25.37,24.43,21.44,24.57,24.31,23.99,24.3,23.49,23.46,22.1,23.55,25.25,25.42,23.35,21.31,22.72,25.44,25.38,24.23,24.07,22.36,21.71,23.73,23.99,23.04,23.97,23.38,22.78,23.76,23.79,23.7,23.52,23.24,22.56,22.3,24.17,23.68,22.75,26.75,22.2,23.48,22.27,21.97,21.87,16.31,11.75,16.63,12.89,12.73,13.56,14.1,13.29,12.06,11.87,11.79,11.18,9.96,6.31,6.59,7.79,8.08,10.49,10.74,10.56,9.11,12.17,12.82,8.44
North Dakota : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-ND-1.M,19.54,20.92,23.74,25.6,28.73,29.3,27.73,25.74,25.05,18.56,15.81,14.69,11.43,10.16,10.83,11.19,12.39,14.59,13.55,14.96,13.89,15.67,15.49,15.85,15.61,15.29,17.19,18.58,17.14,16.35,16.41,16.43,17.78,19.14,19.12,19.32,NM,21.38,24.45,25.37,24.43,21.44,24.57,24.31,23.99,24.3,23.49,23.46,22.1,23.55,25.25,25.42,23.35,21.31,22.72,25.44,25.38,24.23,24.07,22.36,21.71,23.73,23.99,23.04,23.97,23.38,22.78,23.76,23.79,23.7,23.52,23.24,22.56,22.3,24.17,23.68,22.75,26.75,22.2,23.48,22.27,21.97,21.87,16.31,11.75,16.63,12.89,12.73,13.56,14.1,13.29,12.06,11.87,11.79,11.18,9.96,6.31,6.59,7.79,8.08,10.49,10.74,10.56,9.11,12.17,12.82,8.44
North Dakota : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-ND-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
South Dakota,,ELEC.COST_BTU.PEL-SD-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota : all sectors,,ELEC.COST_BTU.PEL-SD-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-SD-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,20.69,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,23.33,0,0,23.34,23.34,0,0,0,0,22.57,0,0,0,0,0,0,12.44,0,0,0,0,0,0,12.81,0,8.24,0,0,7.54,0,0,0,0,0,0,0,0,0,10.54
South Dakota : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-SD-1.M,22.09,20.51,23.5,25.3,30.13,30.22,29.09,27.16,25.7,20.82,17.02,13.7,11.45,NM,NM,NM,12.04,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,18.91,NM,NM,NM,25.91,NM,NM,NM,NM,23.75,NM,24.93,18.3,0,0,0,0,0,20.69,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,23.33,0,0,23.34,23.34,0,0,0,0,22.57,0,0,0,0,0,0,12.44,0,0,0,0,0,0,12.81,0,8.24,0,0,7.54,0,0,0,0,0,0,0,0,0,10.54
South Dakota : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-SD-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Atlantic,,ELEC.COST_BTU.PEL-SAT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Atlantic : all sectors,,ELEC.COST_BTU.PEL-SAT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Atlantic : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-SAT-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,9.29,W,W,W,12.9,W,W,W,W,W,W,W,W,W,W,W,W,W,15.46,W,16.26,19.08,19.43,18.86,16.69,W,W,W,19.12,W,22.87,22.01,W,23.71,W,W,22.24,19.99,W,20.68,23.91,23.81,21.81,20.52,23.35,22.72,19,22.33,19.75,22.24,20.07,18.96,23,22.7,22.18,23.11,22.1,22.97,23.03,W,21.65,22.37,22.48,20.78,20.95,19.53,19.32,14.36,W,15.09,16.65,15.18,13.72,12.88,W,W,W,W,W,8.18,W,7.73,W,9,W,12.6,13.74,8.46,11.36,12.2,9.38
South Atlantic : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-SAT-1.M,12.18,12.43,13.47,12.57,14.76,15.64,18.1,16.7,15.07,13.11,8.83,6.92,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,15.79,18.72,19.35,18.66,16.63,21.14,21.25,19.22,18.67,22.22,22.96,22.14,23.2,23.61,24.02,23.06,22.29,19.92,18.59,20.34,23.79,23.7,21.32,20.34,23.22,22.37,18.89,22.41,19.61,22.35,19.8,18.56,22.91,22.72,22.38,23.16,21.86,23.1,23.39,22.35,22.14,22.35,22.54,20.76,20.93,19.71,19.71,13.7,13.73,14.56,15.78,14.98,13.39,12.93,9.28,10.44,8.13,12.7,10.98,7.64,8.75,7.58,8.34,8.89,8.92,12.5,13.86,8.1,11.05,12.06,8.95
South Atlantic : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-SAT-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,NM,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,19.19,21.6,22.31,23.4,21.72,W,W,W,21.97,W,22.57,21.77,W,24.09,W,W,21.67,20.42,W,23.64,24.04,24.12,23.11,22.44,23.56,23.78,23.14,22.08,20.55,21.75,22.44,22.19,23.11,22.28,21.66,22.79,22.64,22.67,22.68,W,19.77,22.52,21.92,20.98,21.17,19.14,18.87,16.13,W,16.25,20.78,16.61,15.69,12.47,W,W,W,W,W,10.81,W,8.66,W,10.54,W,13.06,11.77,10.74,11.7,12.36,11.75
Delaware,,ELEC.COST_BTU.PEL-DE-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware : all sectors,,ELEC.COST_BTU.PEL-DE-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-DE-98.M,W,W,W,W,25.72,W,W,W,21.19,16.71,14.88,9.23,12.08,11.19,W,11.13,12.47,14.53,14.23,15.49,14.56,W,W,W,W,W,16.6,15.48,16.26,W,W,15.24,W,17.79,17.93,16.53,W,21.37,W,W,NM,NM,23.88,NM,22.67,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,0,0,W,W,W,W,W,W,W,W,0,W,0,0,W,W,W,0,W,W,W,W,W,W,0,W,W,W,0,0,W,0,W,W,W,W,0,0
Delaware : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-DE-1.M,18.45,19.46,19.52,22.7,25.67,25.2,25.59,22.59,20.2,18.87,17.06,12.36,NM,0,0,0,0,0,0,0,0,0,0,0,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-DE-94.M,W,W,W,W,25.72,W,W,W,21.2,16.68,14.77,9.07,12.08,11.19,W,11.13,12.47,14.53,14.23,15.49,14.56,W,W,W,W,W,16.61,15.47,16.26,W,W,15.24,W,17.79,17.94,16.52,W,21.37,W,W,NM,NM,23.9,22.73,22.69,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,0,0,W,W,W,W,W,W,W,W,0,W,0,0,W,W,W,0,W,W,W,W,W,W,0,W,W,W,0,0,W,0,W,W,W,W,0,0
District Of Columbia,,ELEC.COST_BTU.PEL-DC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Of Columbia : all sectors,,ELEC.COST_BTU.PEL-DC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Of Columbia : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-DC-98.M,W,W,W,0,0,W,W,W,W,W,0,0,0,0,W,W,0,W,W,W,0,0,0,W,0,0,W,W,W,W,W,W,W,W,0,W,W,0,0,0,0,W,W,W,W,0,0,0,0,0,0,0,W,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-DC-1.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
District Of Columbia : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-DC-94.M,W,W,W,0,0,W,W,W,W,W,0,0,0,0,W,W,0,W,W,W,0,0,0,W,0,0,W,W,W,W,W,W,W,W,0,W,W,0,0,0,0,W,W,W,W,0,0,0,0,0,0,0,W,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Florida,,ELEC.COST_BTU.PEL-FL-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida : all sectors,,ELEC.COST_BTU.PEL-FL-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-FL-98.M,9.86,9.08,12.91,W,W,15.33,17.7,16.41,14.86,12.48,W,5.84,6.35,8.48,W,8.92,9.38,10.06,10.82,11.58,12.88,11.78,12.37,10.68,12.93,12.96,14.69,14.03,12.18,11.54,W,W,W,14.94,15.3,17.03,14.88,W,19.28,18.38,16.33,21.49,23.06,22.75,17.72,22.09,W,NM,W,24.82,W,W,W,W,W,W,W,W,W,18.82,24.1,24.69,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,13.99,15.27,16.54,W,W,W,W,W,W,11.85,11.89,9.15,8.21,8.86,9,10.73,9.45,13.41,W,7.46,11.51,W,12.05
Florida : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-FL-1.M,9.79,9.02,12.9,12.32,14.08,15.29,17.67,16.37,14.85,12.46,8.1,5.83,6.22,8.35,8.23,8.88,9.38,10.04,10.81,11.57,12.87,11.76,12.35,10.66,12.65,12.75,14.63,14.41,12.16,11.49,11.8,12.01,12.05,14.88,15.15,16.74,14.54,20.44,19.25,18.35,16.33,21.48,23.09,22.75,17.67,22.08,22.23,21.88,22.3,24.82,24.74,24.07,22.78,20.24,18.27,19.86,24.08,23.92,18.88,18.82,24.1,24.69,17.75,22.51,18.71,22.42,23.23,17.02,23.47,22.8,23.43,24.04,19.31,22.95,23.25,24.05,23.71,23.95,22.82,22.34,21.95,18.44,20.15,10.78,13.99,15.27,16.54,17,16.38,13.81,13.5,11.73,11.71,11.85,11.89,9.15,8.21,8.86,9,10.73,9.45,13.41,15.76,7.46,11.51,13.62,12.05
Florida : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-FL-94.M,17.07,17.11,17.27,W,W,24.78,26.93,23.55,19.24,16.99,W,8.08,11.31,10.41,W,11.22,NM,13.76,13.77,14.66,NM,NM,15.23,14.7,15.69,15.41,16.24,10.66,16.87,15.41,W,W,W,NM,NM,17.83,19.52,W,NM,NM,NM,NM,NM,NM,NM,NM,W,NM,W,0,W,W,W,W,W,W,W,W,W,0,0,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0,W,0,0,W,0
Georgia,,ELEC.COST_BTU.PEL-GA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia : all sectors,,ELEC.COST_BTU.PEL-GA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-GA-98.M,W,W,14.44,15.75,W,16.22,15.36,19.54,18.82,29.8,11.3,14.89,11.37,W,W,11.02,9.93,14.34,14.22,12.65,14.6,13.85,15.17,W,16.23,W,18.66,16.92,16.25,16.67,16.23,15.67,16.84,17.93,18.6,W,W,W,W,W,W,W,W,W,W,W,W,W,23.81,24.66,25.73,25.12,23.69,21.18,22.5,25.1,25.51,25.26,23.52,W,24.2,W,W,22.79,22.01,22.47,23.77,24.06,24.05,23.4,22.89,23.43,W,23.86,24.21,23.68,22.95,23.17,22.41,22.43,21.52,20.27,W,W,13.49,24.73,13.88,13.7,14.84,W,12.61,11.1,10.96,10.82,10.74,8.55,7.9,8.07,8.87,9.47,W,11.29,10.29,10.53,10.67,11.71,W
Georgia : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-GA-1.M,20.56,19.44,14.44,15.75,16.54,16.22,15.36,19.54,18.82,29.8,11.3,14.89,11.37,9.7,9.75,11.02,9.93,14.34,14.22,12.65,14.6,13.85,15.17,15.86,16.35,15.08,18.66,16.92,16.25,16.67,16.23,15.67,16.84,17.93,18.6,18.94,20.55,21.91,23.48,23.89,NM,23.44,24,23.09,22.95,22.86,23.95,22.81,23.81,24.66,25.73,25.12,23.69,21.18,22.5,25.1,25.51,25.26,23.52,24.37,24.2,25.83,23.74,22.79,22.01,22.47,23.77,24.06,24.05,23.4,22.89,23.43,23.35,23.86,24.21,23.68,22.95,23.17,22.41,22.43,21.52,20.27,19.46,16.71,13.93,46.3,13.88,13.7,14.84,13.73,12.61,11.1,10.96,10.82,10.74,8.55,8.13,8.07,8.87,9.47,10.48,11.29,10.29,10.53,10.67,11.71,10.86
Georgia : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-GA-94.M,W,W,0,0,W,0,0,0,0,0,0,0,0,W,W,0,0,0,0,0,0,0,0,W,16.07,W,NM,NM,NM,NM,NM,NM,NM,NM,NM,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0,0,0,W,0,W,W,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,W,W,13.05,14.85,0,0,0,W,0,0,0,0,0,0,7.6,0,0,0,W,0,0,0,0,0,W
Maryland,,ELEC.COST_BTU.PEL-MD-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland : all sectors,,ELEC.COST_BTU.PEL-MD-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-MD-98.M,18.2,17.81,19.7,21.66,24.41,22.25,19.36,21.31,15.61,16.89,10.4,13.7,10.27,8.13,W,10.1,10.81,12.43,12.03,13.57,12.24,13.78,11.02,13.55,15.59,14.62,15.87,16.56,W,W,15.05,15.38,14.91,16.89,17.47,18.63,18.56,20.15,21.25,22.88,21.5,22.35,22.51,21.85,21.7,20.76,22.15,21.52,22.71,W,W,W,W,W,20.82,W,W,W,22.61,W,22.82,23.74,22.26,21.2,20.3,W,21.66,21.91,W,W,W,22.58,22.37,22.01,21.51,21.84,17.97,22.13,21.32,20.92,20.48,W,18.09,15.73,10.54,W,13.58,13.4,W,11.61,10.43,11.16,10.88,9.21,10.65,W,6.28,7.49,W,W,9.78,W,W,W,10.53,W,10.97
Maryland : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-MD-1.M,16.28,16.97,16.98,18.68,25.04,23.44,22.8,20.74,19.04,16.57,14.94,9.97,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-MD-94.M,18.43,17.83,20.02,21.73,24.36,22.24,19.32,21.31,15.48,16.9,10.37,13.77,10.27,8.09,W,10.08,10.82,12.43,12.01,13.56,12.22,13.77,10.86,13.52,15.6,14.61,15.86,16.55,W,W,15.05,15.38,14.89,16.9,17.48,18.64,18.54,20.16,21.17,22.89,21.48,22.37,22.55,21.96,21.71,20.7,22.15,21.5,22.71,W,W,W,W,W,20.82,W,W,W,22.61,W,22.82,23.74,22.26,21.2,20.3,W,21.66,21.91,W,W,W,22.58,22.37,22.01,21.51,21.84,17.97,22.13,21.32,20.92,20.48,W,18.09,15.73,10.54,W,13.58,13.4,W,11.61,10.43,11.16,10.88,9.21,10.65,W,6.28,7.49,W,W,9.78,W,W,W,10.53,W,10.97
North Carolina,,ELEC.COST_BTU.PEL-NC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina : all sectors,,ELEC.COST_BTU.PEL-NC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-NC-98.M,19.19,19.24,22.81,24.25,26.76,W,28.21,24.23,W,W,14.66,10.92,W,W,W,10.85,11.23,W,W,14.05,13.61,W,15.12,14.83,15.97,15.04,W,W,15.73,15.63,15.33,16.03,15.84,16.87,17.11,18.57,19.56,20.32,22.51,23.65,21.73,22.62,22.76,21.87,W,22.48,23,21.55,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,22.2,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,9.18,9.67,10.71,11.4,10.73,11.06,11.27,12.01,11.29
North Carolina : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-NC-1.M,19.25,19.29,23,24.47,26.99,28.58,28.41,24.4,23.46,18.49,14.69,10.96,11.08,10.19,9.98,10.84,11.22,13.65,13.11,14.07,13.57,15.21,15.11,14.82,15.97,15.04,16.15,16.91,15.73,15.64,15.33,16.05,15.85,16.88,17.12,18.58,19.61,20.41,22.58,23.71,21.84,22.68,22.84,21.94,22.07,22.52,23.04,21.61,22.9,23.98,24.88,24.16,22.37,20.38,21.64,24.96,24.47,23.32,22.73,23.66,23.27,24.58,22.96,22.33,21.72,21.97,22.92,22.93,22.56,22.79,21.67,22.37,22.2,23.69,23.01,22.83,22.06,22,21.97,21.24,20.88,19.1,18.32,16.5,13.44,15.21,14.71,13.44,14.88,14.19,13.1,11.57,11.73,11.43,10.59,9.25,7.76,8.22,9.18,9.67,10.71,11.4,10.73,11.06,11.27,12.01,11.29
North Carolina : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-NC-94.M,14.32,15.3,14.65,16.6,18.86,W,21.45,19.31,W,W,12.98,7.93,W,W,W,11.67,NM,W,W,NM,NM,W,15.29,15.46,NM,NM,W,W,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,W,NM,NM,NM,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,22.2,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0
South Carolina,,ELEC.COST_BTU.PEL-SC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina : all sectors,,ELEC.COST_BTU.PEL-SC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-SC-98.M,19.43,21.29,14.59,11.16,16.63,22.67,9.19,14.18,16.28,14.6,12.09,7.31,9.59,8.19,W,6.48,8.76,10.02,11.31,11.07,10.49,14.16,13.05,14.61,15.59,13.68,16.27,14.53,13.97,15.92,12.61,12.5,15.21,9.28,12.99,16.88,19.18,16.49,20.04,22.03,19.8,23,23.54,22.15,21.47,22.45,22.96,21.97,22.13,22.62,18.87,24.61,21.42,15.83,13.37,23.55,15.68,24.72,24.27,24.12,24.26,24.93,23.89,22.52,21.76,22.28,23.05,23.83,23.61,22.98,22.5,22.75,22.5,23.9,24.9,23.47,23.39,23.1,22.1,21.57,20.52,19.93,18.91,17.13,13.59,16.1,15.33,14.23,16.31,16.08,15.73,15.15,19.16,13.77,12.29,11.45,9.47,9.26,10.9,9.86,11.66,12.23,11.44,11.96,12.38,12.49,12.37
